"","Species","Transect","Collection","Elevation","Quadrat","Collection2","Cover","Time_Surface","Time_Absorption","Angle","N","SpN","Genus","Order","Family","Form","Photobiont","Number","Sample","Mass",".N","d15N",".C","d13C","Notes"
"1","AcarosporaBull","B","TB800.6.1","800","6","TB_800_6_1","T",1,18.3333333333333,120,151,1,"Acarospora","Acarosporales","","Crustose","Trebouxia","1",NA,NA,NA,NA,NA,NA,""
"2","aeroLep","B","TB800.10.1","800","10","TB_800_10_1","1",1,12.5,90,156,2,"Lepraria","Lecanorales","","Leprose","Trebouxia","1",NA,NA,NA,NA,NA,NA,""
"3","Amygdalaria","B","TB800.1.9","800","1","TB_800_1_9","T",3.5,65,75,148,3,"Amygdalaria","Lecideales","","Crustose","Trebouxia","9",NA,NA,NA,NA,NA,NA,"specimen contains multiple species"
"4","Amygdalaria","B","TB800.1.9","800","10","TB_800_1_9","25",3.5,65,75,148,3,"Amygdalaria","Lecideales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"5","Amygdalaria","B","TB800.1.9","800","3","TB_800_1_9","1",3.5,65,75,148,3,"Amygdalaria","Lecideales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"6","Amygdalaria","B","TB800.1.9","800","4","TB_800_1_9","T",3.5,65,75,148,3,"Amygdalaria","Lecideales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"7","Amygdalaria","B","TB800.1.9","800","5","TB_800_1_9","12",3.5,65,75,148,3,"Amygdalaria","Lecideales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"8","Amygdalaria","B","TB800.1.9","800","7","TB_800_1_9","1",3.5,65,75,148,3,"Amygdalaria","Lecideales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"9","Amygdalaria","B","TB800.1.9","800","8","TB_800_1_9","T",3.5,65,75,148,3,"Amygdalaria","Lecideales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"10","Amygdalaria","B","TB800.1.9","800","9","TB_800_1_9","2",3.5,65,75,148,3,"Amygdalaria","Lecideales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"11","AmygdalariaBullate","B","TB800.1.9","800","1","TB_800_1_9","T",3.5,65,75,144,4,"Amygdalaria","Lecideales","","Crustose","Trebouxia","9",NA,NA,NA,NA,NA,NA,"all the same?"
"12","AmygdalariaBullate","B","TB800.1.9","800","10","TB_800_1_9","25",3.5,65,75,144,4,"Amygdalaria","Lecideales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"13","AmygdalariaBullate","B","TB800.1.9","800","3","TB_800_1_9","1",3.5,65,75,144,4,"Amygdalaria","Lecideales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"14","AmygdalariaBullate","B","TB800.1.9","800","4","TB_800_1_9","T",3.5,65,75,144,4,"Amygdalaria","Lecideales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"15","AmygdalariaBullate","B","TB800.1.9","800","5","TB_800_1_9","12",3.5,65,75,144,4,"Amygdalaria","Lecideales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"16","AmygdalariaBullate","B","TB800.1.9","800","7","TB_800_1_9","1",3.5,65,75,144,4,"Amygdalaria","Lecideales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"17","AmygdalariaBullate","B","TB800.1.9","800","8","TB_800_1_9","T",3.5,65,75,144,4,"Amygdalaria","Lecideales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"18","AmygdalariaBullate","B","TB800.1.9","800","9","TB_800_1_9","2",3.5,65,75,144,4,"Amygdalaria","Lecideales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"19","ApotheciateCerebriformis","B","TB700.1.13","700","1","TB_700_1_13","1",57.5,90,60,88,5,"Roccellina","Arthoniales","Roccellaceae","Sub-Fruticose","Trentepohlia","13","B700_1.13.raw",5.223,1,-3.57,33.19,-29.15,""
"20","Arctothelium","B","TB500.1.5","500","1","TB_500_1_5","T",NA,NA,NA,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia","5",NA,NA,NA,NA,NA,NA,""
"21","Arctothelium","B","TB500.1.5","500","10","TB_500_1_5","T",NA,NA,NA,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"22","Arctothelium","B","TB500.1.5","500","2","TB_500_1_5","T",NA,NA,NA,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"23","Arctothelium","B","TB500.1.5","500","3","TB_500_1_5","T",NA,NA,NA,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"24","Arctothelium","B","TB500.1.5","500","5","TB_500_1_5","T",NA,NA,NA,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"25","Arctothelium","B","TB500.1.5","500","6","TB_500_1_5","T",NA,NA,NA,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"26","Arctothelium","B","TB500.1.5","500","7","TB_500_1_5","T",NA,NA,NA,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"27","Arctothelium","B","TB600.1.4","600","1","TB_600_1_4","T",1,4.5,NA,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia","4",NA,NA,NA,NA,NA,NA,""
"28","Arctothelium","B","TB600.1.4","600","10","TB_600_1_4","1",1,4.5,NA,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"29","Arctothelium","B","TB600.1.4","600","2","TB_600_1_4","1",1,4.5,NA,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"30","Arctothelium","B","TB600.1.4","600","3","TB_600_1_4","3",1,4.5,NA,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"31","Arctothelium","B","TB600.1.4","600","5","TB_600_1_4","T",1,4.5,NA,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"32","Arctothelium","B","TB600.1.4","600","6","TB_600_1_4","T",1,4.5,NA,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"33","Arctothelium","B","TB600.1.4","600","7","TB_600_1_4","T",1,4.5,NA,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"34","Arctothelium","B","TB600.1.4","600","8","TB_600_1_4","T",1,4.5,NA,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"35","Arctothelium","B","TB600.1.4","600","9","TB_600_1_4","1",1,4.5,NA,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"36","Arctothelium","B","TB700.5.1","700","10","TB_700_5_1","T",1,NA,90,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"37","Arctothelium","B","TB700.5.1","700","5","TB_700_5_1","T",1,NA,90,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia","1",NA,NA,NA,NA,NA,NA,""
"38","Arctothelium","B","TB700.5.1","700","8","TB_700_5_1","T",1,NA,90,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"39","Arctothelium","B","TB700.5.1","700","9","TB_700_5_1","T",1,NA,90,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"40","Arctothelium","B","TB800.5.1","800","10","TB_800_5_1","1",1,3,160,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"41","Arctothelium","B","TB800.5.1","800","5","TB_800_5_1","T",1,3,160,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia","1",NA,NA,NA,NA,NA,NA,""
"42","Arctothelium","B","TB800.5.1","800","6","TB_800_5_1","T",1,3,160,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"43","Arctothelium","B","TB800.5.1","800","7","TB_800_5_1","T",1,3,160,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"44","Arctothelium","B","TB800.5.1","800","8","TB_800_5_1","T",1,3,160,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"45","Arctothelium","B","TB800.5.1","800","9","TB_800_5_1","T",1,3,160,10,6,"Arthothelium","Arthoniales","","Crustose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"46","AspiciliaStrigata","B","TB700.2.2","700","10","TB_700_2_2","T",1,6.33333333333333,80,92,9,"Aspicilia","Pertusariales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"47","AspiciliaStrigata","B","TB700.2.2","700","2","TB_700_2_2","T",1,6.33333333333333,80,92,9,"Aspicilia","Pertusariales","","Crustose","Trebouxia","2",NA,NA,NA,NA,NA,NA,""
"48","BallsofYellow","B","TB500.9.1","500","9","TB_500_9_1","T",1,2,111.666666666667,132,10,"Lepraria","Lecanorales","","Leprose","Trebouxia","1","B500_9.1.raw",5.037,1.22,-1.26,33.22,-27.04,""
"49","BlackRugosePlacynthiella","B","TB700.2.9","700","2","TB_700_2_9","T",8.66666666666667,80,90,99,12,"Placynthiella","Lichinales","","Crustose","Cyanobacteria","9",NA,NA,NA,NA,NA,NA,""
"50","BlackRugosePlacynthiella","B","TB700.2.9","700","3","TB_700_2_9","2",8.66666666666667,80,90,99,12,"Placynthiella","Lichinales","","Crustose","Cyanobacteria",NA,NA,NA,NA,NA,NA,NA,NA
"51","BlackStipCren","B","TB400.1.3","400","1","TB_400_1_3","15",0.75,13.25,NA,125,13,"Roccellina","Arthoniales","","Sub-Fruticose","Trentepohlia","3",NA,NA,NA,NA,NA,NA,""
"52","BlackStipCren","B","TB400.1.3","400","10","TB_400_1_3","T",0.75,13.25,NA,125,13,"Roccellina","Arthoniales","","Sub-Fruticose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"53","BlackStipCren","B","TB400.1.3","400","2","TB_400_1_3","4",0.75,13.25,NA,125,13,"Roccellina","Arthoniales","","Sub-Fruticose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"54","BlackStipCren","B","TB500.8.1","500","8","TB_500_8_1","T",1,4,120,125,13,"Roccellina","Arthoniales","","Sub-Fruticose","Trentepohlia","1",NA,NA,NA,NA,NA,NA,""
"55","BlackStipCren","B","TB500.8.1","500","9","TB_500_8_1","11",1,4,120,125,13,"Roccellina","Arthoniales","","Sub-Fruticose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"56","BlackStipCren","B","TB600.1.10","600","1","TB_600_1_10","5",1,20,NA,125,13,"Roccellina","Arthoniales","","Sub-Fruticose","Trentepohlia","10",NA,NA,NA,NA,NA,NA,""
"57","BlackStipCren","B","TB600.1.10","600","5","TB_600_1_10","2",1,20,NA,125,13,"Roccellina","Arthoniales","","Sub-Fruticose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"58","BlackStipCren","B","TB600.1.10","600","8","TB_600_1_10","10",1,20,NA,125,13,"Roccellina","Arthoniales","","Sub-Fruticose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"59","BlackStipCren","B","TB800.2.1","800","2","TB_800_2_1","5",1,6.33333333333333,120,125,13,"Roccellina","Arthoniales","","Sub-Fruticose","Trentepohlia","1",NA,NA,NA,NA,NA,NA,""
"60","BlackStipCren","B","TB800.2.1","800","3","TB_800_2_1","T",1,6.33333333333333,120,125,13,"Roccellina","Arthoniales","","Sub-Fruticose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"61","BlackStipCren","B","TB800.2.1","800","4","TB_800_2_1","4",1,6.33333333333333,120,125,13,"Roccellina","Arthoniales","","Sub-Fruticose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"62","BlackStipCren","B","TB800.2.1","800","5","TB_800_2_1","T",1,6.33333333333333,120,125,13,"Roccellina","Arthoniales","","Sub-Fruticose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"63","BlackStipCren","B","TB800.2.1","800","7","TB_800_2_1","T",1,6.33333333333333,120,125,13,"Roccellina","Arthoniales","","Sub-Fruticose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"64","BlackStipCren","B","TB800.2.1","800","9","TB_800_2_1","2",1,6.33333333333333,120,125,13,"Roccellina","Arthoniales","","Sub-Fruticose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"65","BlackStipNonCren","B","TB400.1.7","400","1","TB_400_1_7","12",1.875,NA,NA,127,14,"Roccellina","Arthoniales","","Sub-Fruticose","Trentepohlia","7",NA,NA,NA,NA,NA,NA,""
"66","BlackStipNonCren","B","TB400.1.7","400","2","TB_400_1_7","T",1.875,NA,NA,127,14,"Roccellina","Arthoniales","","Sub-Fruticose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"67","BluePruApoTerr","B","TB800.9.2","800","9","TB_800_9_2","T",90,90,60,154,15,"Crustose","Arthoniales","","Crustose","Trentepohlia","2",NA,NA,NA,NA,NA,NA,""
"68","BluishApoToninia","B","TB700.2.12","700","2","TB_700_2_12","3",90,90,60,101,16,"Toninia","Lecanorales","","Crustose","Trebouxia","12",NA,NA,NA,NA,NA,NA,""
"69","BluishApoToninia","B","TB700.2.12","700","3","TB_700_2_12","T",90,90,60,101,16,"Toninia","Lecanorales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"70","BrownSmearFertile","B","TB800.4.2","800","4","TB_800_4_2","T",1,1,120,150,22,"Crustose","","","Crustose","Trebouxia","2",NA,NA,NA,NA,NA,NA,""
"71","BrownSmoothAspicilia","B","TB700.2.8","700","2","TB_700_2_8","T",1,8,120,98,23,"Aspicilia","Pertusariales","","Crustose","Trebouxia","8",NA,NA,NA,NA,NA,NA,""
"72","BrownSmoothAspicilia","B","TB700.2.8","700","3","TB_700_2_8","1",1,8,120,98,23,"Aspicilia","Pertusariales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"73","BuellaJorgensis","B","TB500.9.5","500","9","TB_500_9_5","T",1,21.3333333333333,90,81,25,"Buellia","Caliciales","","Crustose","Trebouxia","5",NA,NA,NA,NA,NA,NA,""
"74","BuellaJorgensis","B","TB600.1.6","600","1","TB_600_1_6","3",1,9,120,81,25,"Buellia","Caliciales","","Crustose","Trebouxia","6",NA,NA,NA,NA,NA,NA,""
"75","BuellaJorgensis","B","TB600.1.6","600","10","TB_600_1_6","T",1,9,120,81,25,"Buellia","Caliciales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"76","BuellaJorgensis","B","TB600.1.6","600","3","TB_600_1_6","1",1,9,120,81,25,"Buellia","Caliciales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"77","BuellaJorgensis","B","TB600.1.6","600","5","TB_600_1_6","T",1,9,120,81,25,"Buellia","Caliciales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"78","BuellaJorgensis","B","TB600.1.6","600","8","TB_600_1_6","T",1,9,120,81,25,"Buellia","Caliciales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"79","BuellaJorgensis","B","TB700.1.6","700","1","TB_700_1_6","T",1.33333333333333,21.6666666666667,105,81,25,"Buellia","Caliciales","","Crustose","Trebouxia","6",NA,NA,NA,NA,NA,NA,""
"80","BuellaJorgensis","B","TB700.1.6","700","2","TB_700_1_6","3",1.33333333333333,21.6666666666667,105,81,25,"Buellia","Caliciales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"81","BuellaJorgensis","B","TB700.1.6","700","3","TB_700_1_6","2",1.33333333333333,21.6666666666667,105,81,25,"Buellia","Caliciales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"82","BuellaJorgensis","B","TB800.2.4","800","2","TB_800_2_4","T",1,90,60,81,25,"Buellia","Caliciales","","Crustose","Trebouxia","4",NA,NA,NA,NA,NA,NA,""
"83","BuellaJorgensis","B","TB800.2.4","800","4","TB_800_2_4","4",1,90,60,81,25,"Buellia","Caliciales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"84","BuellaJorgensis","B","TB800.2.4","800","5","TB_800_2_4","T",1,90,60,81,25,"Buellia","Caliciales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"85","BuellaJorgensis","B","TB800.2.4","800","9","TB_800_2_4","5",1,90,60,81,25,"Buellia","Caliciales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"86","BuellaJorgensisLign","B","TB600.4.3","600","4","TB_600_4_3","T",1.75,69.75,60,139,25,"Buellia","Caliciales","","Crustose","Trebouxia","3",NA,NA,NA,NA,NA,NA,"on wood"
"87","Caljorgensis","B","TB700.1.1","700","1","TB_700_1_1","T",1,2,60,77,26,"Caloplaca","Teloschistales","","Crustose","Trebouxia","1",NA,NA,NA,NA,NA,NA,""
"88","Caljorgensis","B","TB700.1.1","700","3","TB_700_1_1","T",1,2,60,77,26,"Caloplaca","Teloschistales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"89","CaloOrtho","B","TB300.1.1","300","1","TB_300_1_1","T",0,0,130,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia","1",NA,NA,NA,NA,NA,NA,""
"90","CaloOrtho","B","TB300.1.1","300","4","TB_300_1_1","T",0,0,130,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"91","CaloOrtho","B","TB300.1.1","300","7","TB_300_1_1","T",0,0,130,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"92","CaloOrtho","B","TB400.1.1","400","1","TB_400_1_1","7",0,0,180,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia","1",NA,NA,NA,NA,NA,NA,""
"93","CaloOrtho","B","TB400.1.1","400","3","TB_400_1_1","T",0,0,180,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"94","CaloOrtho","B","TB400.1.1","400","7","TB_400_1_1","T",0,0,180,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"95","CaloOrtho","B","TB500.1.2","500","1","TB_500_1_2","5",0,0.666666666666667,180,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia","2",NA,NA,NA,NA,NA,NA,""
"96","CaloOrtho","B","TB500.1.2","500","10","TB_500_1_2","T",0,0.666666666666667,180,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"97","CaloOrtho","B","TB500.1.2","500","2","TB_500_1_2","1",0,0.666666666666667,180,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"98","CaloOrtho","B","TB500.1.2","500","4","TB_500_1_2","1",0,0.666666666666667,180,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"99","CaloOrtho","B","TB500.1.2","500","5","TB_500_1_2","T",0,0.666666666666667,180,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"100","CaloOrtho","B","TB500.1.2","500","6","TB_500_1_2","4",0,0.666666666666667,180,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"101","CaloOrtho","B","TB500.1.2","500","7","TB_500_1_2","3",0,0.666666666666667,180,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"102","CaloOrtho","B","TB500.1.2","500","8","TB_500_1_2","2",0,0.666666666666667,180,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"103","CaloOrtho","B","TB500.1.2","500","9","TB_500_1_2","2",0,0.666666666666667,180,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"104","CaloOrtho","B","TB600.1.1","600","1","TB_600_1_1","2",0,0,NA,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia","1",NA,NA,NA,NA,NA,NA,""
"105","CaloOrtho","B","TB600.1.1","600","2","TB_600_1_1","T",0,0,NA,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"106","CaloOrtho","B","TB600.1.1","600","3","TB_600_1_1","1",0,0,NA,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"107","CaloOrtho","B","TB600.1.1","600","5","TB_600_1_1","T",0,0,NA,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"108","CaloOrtho","B","TB600.1.1","600","7","TB_600_1_1","1",0,0,NA,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"109","CaloOrtho","B","TB600.1.1","600","8","TB_600_1_1","T",0,0,NA,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"110","CaloOrtho","B","TB600.1.1","600","9","TB_600_1_1","T",0,0,NA,122,27,"Caloplaca","Teloschistales","","Sub-Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"111","CaloPhlogina","B","TB500.9.4","500","9","TB_500_9_4","T",1,8.5,90,133,28,"Caloplaca","Teloschistales","","Crustose","Trebouxia","4",NA,NA,NA,NA,NA,NA,""
"112","CaloPhlogina","B","TB800.2.3","800","2","TB_800_2_3","T",NA,NA,NA,133,28,"Caloplaca","Teloschistales","","Crustose","Trebouxia","3",NA,NA,NA,NA,NA,NA,""
"113","CaloPhlogina","B","TB800.2.3","800","4","TB_800_2_3","1",NA,NA,NA,133,28,"Caloplaca","Teloschistales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"114","CaloSubhervidela","B","TB500.6.1","500","10","TB_500_6_1","T",0,0,NA,131,33,"Caloplaca","Teloschistales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"115","CaloSubhervidela","B","TB500.6.1","500","6","TB_500_6_1","T",0,0,NA,131,33,"Caloplaca","Teloschistales","","Crustose","Trebouxia","1",NA,NA,NA,NA,NA,NA,""
"116","CaloSubhervidela","B","TB500.6.1","500","7","TB_500_6_1","T",0,0,NA,131,33,"Caloplaca","Teloschistales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"117","Chrysothrix","B","TB500.1.3","500","1","TB_500_1_3","1",90,90,60,87,38,"Chrysothrix","Arthoniales","","Leprose","Trebouxia","3",NA,NA,NA,NA,NA,NA,""
"118","Chrysothrix","B","TB600.1.7","600","1","TB_600_1_7","T",90,90,60,87,38,"Chrysothrix","Arthoniales","","Leprose","Trebouxia","7","B600_1.7.raw",4.572,2.36,0.12,27.55,-22.02,""
"119","Chrysothrix","B","TB600.1.7","600","3","TB_600_1_7","T",90,90,60,87,38,"Chrysothrix","Arthoniales","","Leprose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
